date,category,product,variant,supplier,unit_price_rm,quantity_sold,total_sales_rm
9/4/2026,Beverages,Pepsi,Pepsi 500ml,PepsiCo,3.4,11,37.4
9/4/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,5,34
9/4/2026,Beverages,Pepsi,Pepsi Max,Local Beverage Distributor,3.8,1,3.8
9/4/2026,Beverages,Sprite,Sprite 200ml,Local Beverage Distributor,2,6,12
9/4/2026,Beverages,Sprite,Sprite 500ml,Coca-Cola,3.4,6,20.4
9/4/2026,Beverages,Sprite,Sprite 1.5L,Coca-Cola,6.8,1,6.8
9/4/2026,Bakery,Bread,White Bread,Gardenia,3.8,12,45.6
9/4/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,18,86.4
9/4/2026,Bakery,Bread,Multigrain Bread,Sunshine Bakery,5.8,1,5.8
9/4/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,8,16
9/4/2026,Bakery,Bun,Cream Bun,Local Bakery,2.8,6,16.8
9/4/2026,Bakery,Bun,Red Bean Bun,Local Bakery,2.8,7,19.6
9/4/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,3,13.5
9/4/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,8,41.6
9/4/2026,Produce,Apple,Red Apple,Fresh Farms Co.,2.2,9,19.8
9/4/2026,Produce,Apple,Green Apple,Fresh Farms Co.,2.4,7,16.8
9/4/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,7,22.4
9/4/2026,Produce,Banana,Cavendish Banana,Fresh Farms Co.,1.8,16,28.8
9/4/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,5,12.5
9/4/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,5,24
9/4/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,1,5.2
9/4/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,8,183.2
9/4/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,2,57.8
9/4/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,2,69.8
9/4/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,10,55
9/4/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,1,5.2
9/4/2026,Pantry,Pasta,Penne,Italian Foods,5.8,1,5.8
9/4/2026,Pantry,Cereal,Corn Flakes,Kellogg's,11.9,12,142.8
9/4/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,4,55.6
9/4/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,4,63.6
10/4/2026,Dairy,Milk,Full Cream Milk,Farmhouse Dairy,6.5,16,104
10/4/2026,Dairy,Milk,Low Fat Milk,Farmhouse Dairy,6.8,4,27.2
10/4/2026,Dairy,Milk,Chocolate Milk,Farmhouse Dairy,7.5,5,37.5
10/4/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,5,49.5
10/4/2026,Dairy,Cheese,Mozzarella Cheese,Fresh Farms Co.,11.9,3,35.7
10/4/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,9,80.1
10/4/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,3,11.7
10/4/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,7,31.5
10/4/2026,Dairy,Yogurt,Greek Yogurt,Farmhouse Dairy,6.9,4,27.6
10/4/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,2,4
10/4/2026,Beverages,Coke,Coke 500ml,Coca-Cola,3.5,19,66.5
10/4/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,5,34.5
10/4/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,1,3.8
10/4/2026,Beverages,Coke,Coke Zero,Coca-Cola,3.8,18,68.4
10/4/2026,Beverages,Pepsi,Pepsi 200ml,PepsiCo,2,7,14
10/4/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,9,30.6
10/4/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,8,54.4
10/4/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,2,7.6
10/4/2026,Beverages,Sprite,Sprite 200ml,Local Beverage Distributor,2,2,4
10/4/2026,Beverages,Sprite,Sprite 500ml,Coca-Cola,3.4,8,27.2
10/4/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,8,54.4
10/4/2026,Bakery,Bread,White Bread,Gardenia,3.8,11,41.8
10/4/2026,Bakery,Bread,Wholemeal Bread,Gardenia,4.8,14,67.2
10/4/2026,Bakery,Bread,Multigrain Bread,Local Bakery,5.8,7,40.6
10/4/2026,Bakery,Bun,Plain Bun,Local Bakery,2,7,14
10/4/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,7,19.6
10/4/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,8,22.4
10/4/2026,Bakery,Croissant,Butter Croissant,French Bakehouse,4.5,4,18
10/4/2026,Bakery,Croissant,Chocolate Croissant,Local Bakery,5.2,7,36.4
10/4/2026,Produce,Apple,Red Apple,Green Harvest,2.2,12,26.4
10/4/2026,Produce,Apple,Green Apple,Green Harvest,2.4,7,16.8
10/4/2026,Produce,Apple,Fuji Apple,Fresh Farms Co.,3.2,2,6.4
10/4/2026,Produce,Banana,Cavendish Banana,Fresh Farms Co.,1.8,16,28.8
10/4/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,8,20
10/4/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,4,19.2
10/4/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,6,31.2
10/4/2026,Pantry,Rice,White Rice 5kg,Pantry Supply Co.,22.9,4,91.6
10/4/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,6,173.4
10/4/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,1,34.9
10/4/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,11,60.5
10/4/2026,Pantry,Pasta,Macaroni,Pantry Supply Co.,5.2,5,26
10/4/2026,Pantry,Pasta,Penne,Pantry Supply Co.,5.8,1,5.8
10/4/2026,Pantry,Cereal,Corn Flakes,Kellogg's,11.9,12,142.8
10/4/2026,Pantry,Cereal,Oat Cereal,Kellogg's,13.9,1,13.9
10/4/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,4,63.6
11/4/2026,Dairy,Milk,Full Cream Milk,Nestle,6.5,13,84.5
11/4/2026,Dairy,Milk,Low Fat Milk,Farmhouse Dairy,6.8,5,34
11/4/2026,Dairy,Milk,Chocolate Milk,Farmhouse Dairy,7.5,5,37.5
11/4/2026,Dairy,Cheese,Cheddar Cheese,Dairy Best,9.9,3,29.7
11/4/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,5,59.5
11/4/2026,Dairy,Cheese,Cheese Slices,Dairy Best,8.9,5,44.5
11/4/2026,Dairy,Yogurt,Plain Yogurt,Dairy Best,3.9,5,19.5
11/4/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,1,4.5
11/4/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,1,6.9
11/4/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,9,18
11/4/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,16,56
11/4/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,9,62.1
11/4/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,7,26.6
11/4/2026,Beverages,Coke,Coke Zero,Coca-Cola,3.8,18,68.4
11/4/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,11,22
11/4/2026,Beverages,Pepsi,Pepsi 500ml,PepsiCo,3.4,12,40.8
11/4/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,12,81.6
11/4/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,11,41.8
11/4/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,6,12
11/4/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,12,40.8
11/4/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,9,61.2
11/4/2026,Bakery,Bread,White Bread,Local Bakery,3.8,10,38
11/4/2026,Bakery,Bread,Wholemeal Bread,Local Bakery,4.8,12,57.6
11/4/2026,Bakery,Bread,Multigrain Bread,Local Bakery,5.8,8,46.4
11/4/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,3,6
11/4/2026,Bakery,Bun,Cream Bun,Sunshine Bakery,2.8,5,14
11/4/2026,Bakery,Bun,Red Bean Bun,Local Bakery,2.8,2,5.6
11/4/2026,Bakery,Croissant,Butter Croissant,French Bakehouse,4.5,1,4.5
11/4/2026,Bakery,Croissant,Chocolate Croissant,Local Bakery,5.2,3,15.6
11/4/2026,Produce,Apple,Red Apple,Fresh Farms Co.,2.2,11,24.2
11/4/2026,Produce,Apple,Green Apple,Fresh Farms Co.,2.4,7,16.8
11/4/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,1,3.2
11/4/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,18,32.4
11/4/2026,Produce,Banana,Mini Banana,Green Harvest,2.5,4,10
11/4/2026,Produce,Lettuce,Romaine Lettuce,Local Farm,4.8,5,24
11/4/2026,Produce,Lettuce,Butterhead Lettuce,Local Farm,5.2,2,10.4
11/4/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,6,137.4
11/4/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,7,202.3
11/4/2026,Pantry,Rice,Basmati Rice 5kg,Pantry Supply Co.,34.9,1,34.9
11/4/2026,Pantry,Pasta,Spaghetti,Pantry Supply Co.,5.5,9,49.5
11/4/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,5,26
11/4/2026,Pantry,Pasta,Penne,Pantry Supply Co.,5.8,2,11.6
11/4/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,7,83.3
11/4/2026,Pantry,Cereal,Oat Cereal,Kellogg's,13.9,3,41.7
11/4/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,8,127.2
12/4/2026,Dairy,Milk,Full Cream Milk,Fresh Farms Co.,6.5,11,71.5
12/4/2026,Dairy,Milk,Low Fat Milk,Farmhouse Dairy,6.8,5,34
12/4/2026,Dairy,Milk,Chocolate Milk,Fresh Farms Co.,7.5,1,7.5
12/4/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,7,69.3
12/4/2026,Dairy,Cheese,Mozzarella Cheese,Fresh Farms Co.,11.9,2,23.8
12/4/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,6,53.4
12/4/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,3,11.7
12/4/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,5,22.5
12/4/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,3,20.7
12/4/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,5,10
12/4/2026,Beverages,Coke,Coke 500ml,Coca-Cola,3.5,26,91
12/4/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,3,20.7
12/4/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,10,38
12/4/2026,Beverages,Coke,Coke Zero,Local Beverage Distributor,3.8,16,60.8
12/4/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,12,24
12/4/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,12,40.8
12/4/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,8,54.4
12/4/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,5,19
12/4/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,6,12
12/4/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,15,51
12/4/2026,Beverages,Sprite,Sprite 1.5L,Coca-Cola,6.8,7,47.6
12/4/2026,Bakery,Bread,White Bread,Gardenia,3.8,22,83.6
12/4/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,20,96
12/4/2026,Bakery,Bread,Multigrain Bread,Gardenia,5.8,7,40.6
12/4/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,6,12
12/4/2026,Bakery,Bun,Cream Bun,Local Bakery,2.8,4,11.2
12/4/2026,Bakery,Bun,Red Bean Bun,Local Bakery,2.8,1,2.8
12/4/2026,Bakery,Croissant,Butter Croissant,Local Bakery,4.5,7,31.5
12/4/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,5,26
12/4/2026,Produce,Apple,Red Apple,Fresh Farms Co.,2.2,9,19.8
12/4/2026,Produce,Apple,Green Apple,Green Harvest,2.4,5,12
12/4/2026,Produce,Apple,Fuji Apple,Fresh Farms Co.,3.2,1,3.2
12/4/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,12,21.6
12/4/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,2,5
12/4/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,6,28.8
12/4/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,8,41.6
12/4/2026,Pantry,Rice,White Rice 5kg,Pantry Supply Co.,22.9,8,183.2
12/4/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,5,144.5
12/4/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,3,104.7
12/4/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,6,33
12/4/2026,Pantry,Pasta,Macaroni,Pantry Supply Co.,5.2,7,36.4
12/4/2026,Pantry,Pasta,Penne,Italian Foods,5.8,2,11.6
12/4/2026,Pantry,Cereal,Corn Flakes,Kellogg's,11.9,5,59.5
12/4/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,2,27.8
12/4/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,3,47.7
13/4/2026,Dairy,Milk,Full Cream Milk,Farmhouse Dairy,6.5,13,84.5
13/4/2026,Dairy,Milk,Low Fat Milk,Farmhouse Dairy,6.8,6,40.8
13/4/2026,Dairy,Milk,Chocolate Milk,Fresh Farms Co.,7.5,4,30
13/4/2026,Dairy,Cheese,Cheddar Cheese,Dairy Best,9.9,3,29.7
13/4/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,8,95.2
13/4/2026,Dairy,Cheese,Cheese Slices,Fresh Farms Co.,8.9,11,97.9
13/4/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,7,27.3
13/4/2026,Dairy,Yogurt,Strawberry Yogurt,Farmhouse Dairy,4.5,8,36
13/4/2026,Dairy,Yogurt,Greek Yogurt,Farmhouse Dairy,6.9,6,41.4
13/4/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,8,16
13/4/2026,Beverages,Coke,Coke 500ml,Coca-Cola,3.5,11,38.5
13/4/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,1,6.9
13/4/2026,Beverages,Coke,Diet Coke,Local Beverage Distributor,3.8,3,11.4
13/4/2026,Beverages,Coke,Coke Zero,Coca-Cola,3.8,17,64.6
13/4/2026,Beverages,Pepsi,Pepsi 200ml,PepsiCo,2,2,4
13/4/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,10,34
13/4/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,8,54.4
13/4/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,6,22.8
13/4/2026,Beverages,Sprite,Sprite 200ml,Local Beverage Distributor,2,8,16
13/4/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,10,34
13/4/2026,Beverages,Sprite,Sprite 1.5L,Coca-Cola,6.8,4,27.2
13/4/2026,Bakery,Bread,White Bread,Sunshine Bakery,3.8,15,57
13/4/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,12,57.6
13/4/2026,Bakery,Bread,Multigrain Bread,Local Bakery,5.8,1,5.8
13/4/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,2,4
13/4/2026,Bakery,Bun,Cream Bun,Local Bakery,2.8,5,14
13/4/2026,Bakery,Bun,Red Bean Bun,Local Bakery,2.8,5,14
13/4/2026,Bakery,Croissant,Butter Croissant,French Bakehouse,4.5,6,27
13/4/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,4,20.8
13/4/2026,Produce,Apple,Red Apple,Green Harvest,2.2,6,13.2
13/4/2026,Produce,Apple,Green Apple,Green Harvest,2.4,8,19.2
13/4/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,7,22.4
13/4/2026,Produce,Banana,Cavendish Banana,Fresh Farms Co.,1.8,21,37.8
13/4/2026,Produce,Banana,Mini Banana,Green Harvest,2.5,6,15
13/4/2026,Produce,Lettuce,Romaine Lettuce,Green Harvest,4.8,1,4.8
13/4/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,8,41.6
13/4/2026,Pantry,Rice,White Rice 5kg,Pantry Supply Co.,22.9,8,183.2
13/4/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,1,28.9
13/4/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,3,104.7
13/4/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,9,49.5
13/4/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,4,20.8
13/4/2026,Pantry,Pasta,Penne,Italian Foods,5.8,4,23.2
13/4/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,5,59.5
13/4/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,8,111.2
13/4/2026,Pantry,Cereal,Chocolate Cereal,Kellogg's,15.9,8,127.2
14/4/2026,Dairy,Milk,Full Cream Milk,Fresh Farms Co.,6.5,16,104
14/4/2026,Dairy,Milk,Low Fat Milk,Fresh Farms Co.,6.8,7,47.6
14/4/2026,Dairy,Milk,Chocolate Milk,Farmhouse Dairy,7.5,1,7.5
14/4/2026,Dairy,Cheese,Cheddar Cheese,Dairy Best,9.9,5,49.5
14/4/2026,Dairy,Cheese,Mozzarella Cheese,Fresh Farms Co.,11.9,4,47.6
14/4/2026,Dairy,Cheese,Cheese Slices,Dairy Best,8.9,12,106.8
14/4/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,3,11.7
14/4/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,5,22.5
14/4/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,5,34.5
14/4/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,4,8
14/4/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,13,45.5
14/4/2026,Beverages,Coke,Coke 1.5L,Coca-Cola,6.9,1,6.9
14/4/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,7,26.6
14/4/2026,Beverages,Coke,Coke Zero,Coca-Cola,3.8,20,76
14/4/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,7,14
14/4/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,10,34
14/4/2026,Beverages,Pepsi,Pepsi 1.5L,Local Beverage Distributor,6.8,7,47.6
14/4/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,4,15.2
14/4/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,6,12
14/4/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,10,34
14/4/2026,Beverages,Sprite,Sprite 1.5L,Coca-Cola,6.8,6,40.8
14/4/2026,Bakery,Bread,White Bread,Sunshine Bakery,3.8,18,68.4
14/4/2026,Bakery,Bread,Wholemeal Bread,Sunshine Bakery,4.8,11,52.8
14/4/2026,Bakery,Bread,Multigrain Bread,Gardenia,5.8,4,23.2
14/4/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,1,2
14/4/2026,Bakery,Bun,Cream Bun,Local Bakery,2.8,4,11.2
14/4/2026,Bakery,Bun,Red Bean Bun,Local Bakery,2.8,4,11.2
14/4/2026,Bakery,Croissant,Butter Croissant,French Bakehouse,4.5,7,31.5
14/4/2026,Bakery,Croissant,Chocolate Croissant,French Bakehouse,5.2,1,5.2
14/4/2026,Produce,Apple,Red Apple,Fresh Farms Co.,2.2,9,19.8
14/4/2026,Produce,Apple,Green Apple,Green Harvest,2.4,2,4.8
14/4/2026,Produce,Apple,Fuji Apple,Green Harvest,3.2,1,3.2
14/4/2026,Produce,Banana,Cavendish Banana,Green Harvest,1.8,16,28.8
14/4/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,2,5
14/4/2026,Produce,Lettuce,Romaine Lettuce,Local Farm,4.8,8,38.4
14/4/2026,Produce,Lettuce,Butterhead Lettuce,Green Harvest,5.2,7,36.4
14/4/2026,Pantry,Rice,White Rice 5kg,Golden Grain,22.9,7,160.3
14/4/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,7,202.3
14/4/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,8,279.2
14/4/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,10,55
14/4/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,4,20.8
14/4/2026,Pantry,Pasta,Penne,Italian Foods,5.8,5,29
14/4/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,8,95.2
14/4/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,2,27.8
14/4/2026,Pantry,Cereal,Chocolate Cereal,Nestle,15.9,5,79.5
15/4/2026,Dairy,Milk,Full Cream Milk,Farmhouse Dairy,6.5,20,130
15/4/2026,Dairy,Milk,Low Fat Milk,Fresh Farms Co.,6.8,5,34
15/4/2026,Dairy,Milk,Chocolate Milk,Fresh Farms Co.,7.5,6,45
15/4/2026,Dairy,Cheese,Cheddar Cheese,Dairy Best,9.9,7,69.3
15/4/2026,Dairy,Cheese,Mozzarella Cheese,Dairy Best,11.9,1,11.9
15/4/2026,Dairy,Cheese,Cheese Slices,Dairy Best,8.9,8,71.2
15/4/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,8,31.2
15/4/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,3,13.5
15/4/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,1,6.9
15/4/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,7,14
15/4/2026,Beverages,Coke,Coke 500ml,Coca-Cola,3.5,20,70
15/4/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,4,27.6
15/4/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,6,22.8
15/4/2026,Beverages,Coke,Coke Zero,Coca-Cola,3.8,13,49.4
15/4/2026,Beverages,Pepsi,Pepsi 200ml,Local Beverage Distributor,2,4,8
15/4/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,6,20.4
15/4/2026,Beverages,Pepsi,Pepsi 1.5L,Local Beverage Distributor,6.8,4,27.2
15/4/2026,Beverages,Pepsi,Pepsi Max,PepsiCo,3.8,8,30.4
15/4/2026,Beverages,Sprite,Sprite 200ml,Coca-Cola,2,7,14
15/4/2026,Beverages,Sprite,Sprite 500ml,Coca-Cola,3.4,6,20.4
15/4/2026,Beverages,Sprite,Sprite 1.5L,Coca-Cola,6.8,8,54.4
15/4/2026,Bakery,Bread,White Bread,Gardenia,3.8,10,38
15/4/2026,Bakery,Bread,Wholemeal Bread,Local Bakery,4.8,11,52.8
15/4/2026,Bakery,Bread,Multigrain Bread,Sunshine Bakery,5.8,4,23.2
15/4/2026,Bakery,Bun,Plain Bun,Sunshine Bakery,2,7,14
15/4/2026,Bakery,Bun,Cream Bun,Local Bakery,2.8,2,5.6
15/4/2026,Bakery,Bun,Red Bean Bun,Sunshine Bakery,2.8,1,2.8
15/4/2026,Bakery,Croissant,Butter Croissant,French Bakehouse,4.5,4,18
15/4/2026,Bakery,Croissant,Chocolate Croissant,Local Bakery,5.2,5,26
15/4/2026,Produce,Apple,Red Apple,Green Harvest,2.2,7,15.4
15/4/2026,Produce,Apple,Green Apple,Green Harvest,2.4,2,4.8
15/4/2026,Produce,Apple,Fuji Apple,Fresh Farms Co.,3.2,5,16
15/4/2026,Produce,Banana,Cavendish Banana,Fresh Farms Co.,1.8,11,19.8
15/4/2026,Produce,Banana,Mini Banana,Fresh Farms Co.,2.5,2,5
15/4/2026,Produce,Lettuce,Romaine Lettuce,Local Farm,4.8,8,38.4
15/4/2026,Produce,Lettuce,Butterhead Lettuce,Local Farm,5.2,1,5.2
15/4/2026,Pantry,Rice,White Rice 5kg,Pantry Supply Co.,22.9,5,114.5
15/4/2026,Pantry,Rice,Brown Rice 5kg,Golden Grain,28.9,6,173.4
15/4/2026,Pantry,Rice,Basmati Rice 5kg,Golden Grain,34.9,8,279.2
15/4/2026,Pantry,Pasta,Spaghetti,Italian Foods,5.5,6,33
15/4/2026,Pantry,Pasta,Macaroni,Italian Foods,5.2,2,10.4
15/4/2026,Pantry,Pasta,Penne,Pantry Supply Co.,5.8,8,46.4
15/4/2026,Pantry,Cereal,Corn Flakes,Nestle,11.9,6,71.4
15/4/2026,Pantry,Cereal,Oat Cereal,Nestle,13.9,2,27.8
15/4/2026,Pantry,Cereal,Chocolate Cereal,Kellogg's,15.9,1,15.9
16/4/2026,Dairy,Milk,Full Cream Milk,Nestle,6.5,16,104
16/4/2026,Dairy,Milk,Low Fat Milk,Farmhouse Dairy,6.8,2,13.6
16/4/2026,Dairy,Milk,Chocolate Milk,Fresh Farms Co.,7.5,2,15
16/4/2026,Dairy,Cheese,Cheddar Cheese,Fresh Farms Co.,9.9,2,19.8
16/4/2026,Dairy,Cheese,Mozzarella Cheese,Fresh Farms Co.,11.9,8,95.2
16/4/2026,Dairy,Cheese,Cheese Slices,Dairy Best,8.9,8,71.2
16/4/2026,Dairy,Yogurt,Plain Yogurt,Farmhouse Dairy,3.9,3,11.7
16/4/2026,Dairy,Yogurt,Strawberry Yogurt,Dairy Best,4.5,5,22.5
16/4/2026,Dairy,Yogurt,Greek Yogurt,Dairy Best,6.9,6,41.4
16/4/2026,Beverages,Coke,Coke 200ml,Local Beverage Distributor,2,5,10
16/4/2026,Beverages,Coke,Coke 500ml,Local Beverage Distributor,3.5,10,35
16/4/2026,Beverages,Coke,Coke 1.5L,Local Beverage Distributor,6.9,6,41.4
16/4/2026,Beverages,Coke,Diet Coke,Coca-Cola,3.8,8,30.4
16/4/2026,Beverages,Coke,Coke Zero,Coca-Cola,3.8,14,53.2
16/4/2026,Beverages,Pepsi,Pepsi 200ml,PepsiCo,2,2,4
16/4/2026,Beverages,Pepsi,Pepsi 500ml,Local Beverage Distributor,3.4,6,20.4
16/4/2026,Beverages,Pepsi,Pepsi 1.5L,PepsiCo,6.8,1,6.8
16/4/2026,Beverages,Pepsi,Pepsi Max,Local Beverage Distributor,3.8,8,30.4
16/4/2026,Beverages,Sprite,Sprite 200ml,Local Beverage Distributor,2,4,8
16/4/2026,Beverages,Sprite,Sprite 500ml,Local Beverage Distributor,3.4,12,40.8
16/4/2026,Beverages,Sprite,Sprite 1.5L,Local Beverage Distributor,6.8,3,20.4
16/4/2026,Bakery,Bread,White Bread,Sunshine Bakery,3.8,16,60.8
16/4/2026,Bakery,Bread,Wholemeal Bread,Gardenia,4.8,15,72
16/4/2026,Bakery,Bread,Multigrain Bread,Sunshine Bakery,5.8,2,11.6
